latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
14.742,-89.633,305.6,1,1,2017-04-29,0415,T,42,6.0NRT,290.9,5.6,N
15.245,-86.721,304.4,1.1,1,2017-04-29,0415,T,54,6.0NRT,277,7.5,N
15.25,-86.727,302.2,1.1,1,2017-04-29,0415,T,38,6.0NRT,276.8,7.2,N
15.026,-90.204,302.1,1.1,1,2017-04-29,0415,T,37,6.0NRT,285.7,5.2,N
14.941,-90.998,301.3,1.2,1.1,2017-04-29,0415,T,40,6.0NRT,287,6.6,N
14.939,-91.009,327,1.2,1.1,2017-04-29,0415,T,100,6.0NRT,288.1,33,N
15.837,-92.963,304.1,1.5,1.2,2017-04-29,0415,T,58,6.0NRT,293.6,6.7,N
15.911,-92.942,304.1,1.5,1.2,2017-04-29,0415,T,59,6.0NRT,293.3,6.8,N
15.909,-92.955,311.3,1.5,1.2,2017-04-29,0415,T,82,6.0NRT,293.6,15.1,N
16.682,-89.21,301.7,1,1,2017-04-29,0415,T,37,6.0NRT,287.5,2.8,N
16.112,-92.908,312,1.4,1.2,2017-04-29,0415,T,84,6.0NRT,293,16.7,N
16.798,-89.555,347.6,1,1,2017-04-29,0415,T,100,6.0NRT,296.3,55.8,N
16.797,-89.564,341,1,1,2017-04-29,0415,T,100,6.0NRT,295.4,43.3,N
16.807,-89.556,366.4,1,1,2017-04-29,0415,T,100,6.0NRT,296.9,103.6,N
16.806,-89.566,365,1,1,2017-04-29,0415,T,100,6.0NRT,296.3,99.3,N
16.865,-89.604,335.9,1,1,2017-04-29,0415,T,100,6.0NRT,291.7,35.4,N
16.863,-89.613,318,1,1,2017-04-29,0415,T,96,6.0NRT,291.1,14.1,N
16.874,-89.602,307.8,1,1,2017-04-29,0415,T,73,6.0NRT,290.5,6.3,N
16.873,-89.611,324.1,1,1,2017-04-29,0415,T,100,6.0NRT,290.1,20.5,N
16.921,-89.6,309.5,1,1,2017-04-29,0415,T,77,6.0NRT,290.8,7.6,N
16.919,-89.609,305.3,1,1,2017-04-29,0415,T,64,6.0NRT,290.7,4.8,N
16.842,-90.563,306.2,1.1,1,2017-04-29,0415,T,55,6.0NRT,293.1,5.8,N
16.841,-90.573,313.1,1.1,1,2017-04-29,0415,T,86,6.0NRT,293.7,11.1,N
16.967,-90.893,311.1,1.1,1,2017-04-29,0415,T,75,6.0NRT,294.5,8.5,N
16.978,-90.884,322.8,1.1,1,2017-04-29,0415,T,100,6.0NRT,293.5,20.4,N
16.976,-90.894,372.8,1.1,1,2017-04-29,0415,T,100,6.0NRT,296.2,139.8,N
16.874,-91.549,302.6,1.2,1.1,2017-04-29,0415,T,50,6.0NRT,291.1,5.4,N
17.053,-90.702,307.1,1.1,1,2017-04-29,0415,T,67,6.0NRT,295.1,4.6,N
17.051,-90.711,313.8,1.1,1,2017-04-29,0415,T,87,6.0NRT,295.3,10,N
16.997,-91.358,303.4,1.1,1.1,2017-04-29,0415,T,51,6.0NRT,292.3,4,N
17.39,-88.832,308,1,1,2017-04-29,0415,T,69,6.0NRT,295.4,5.4,N
17.399,-88.834,313.1,1,1,2017-04-29,0415,T,85,6.0NRT,295.1,9,N
17.157,-90.684,308.5,1.1,1,2017-04-29,0415,T,71,6.0NRT,295.1,6,N
16.857,-93.837,306.4,1.6,1.3,2017-04-29,0415,T,68,6.0NRT,293.4,11.7,N
17.386,-90.499,310.7,1,1,2017-04-29,0415,T,78,6.0NRT,296.4,7.2,N
17.35,-90.797,309.9,1.1,1,2017-04-29,0415,T,73,6.0NRT,296.7,5.7,N
17.349,-90.807,316.2,1.1,1,2017-04-29,0415,T,92,6.0NRT,297.2,11.3,N
16.857,-93.843,310.3,1.6,1.3,2017-04-29,0415,T,80,6.0NRT,293.5,17.5,N
17.358,-90.808,310,1.1,1,2017-04-29,0415,T,75,6.0NRT,296.8,5.8,N
17.357,-90.818,310.3,1.1,1,2017-04-29,0415,T,76,6.0NRT,296.8,6.2,N
16.886,-93.941,303.9,1.6,1.3,2017-04-29,0415,T,23,6.0NRT,293.3,7.8,N
16.884,-93.957,320,1.7,1.3,2017-04-29,0415,T,99,6.0NRT,293.9,33.6,N
16.895,-93.958,305.2,1.7,1.3,2017-04-29,0415,T,52,6.0NRT,293.2,10.1,N
17.437,-90.659,310.6,1.1,1,2017-04-29,0415,T,77,6.0NRT,296.7,6.8,N
17.473,-90.721,324.5,1.1,1,2017-04-29,0415,T,100,6.0NRT,297.2,20.5,N
17.471,-90.731,317.9,1.1,1,2017-04-29,0415,T,95,6.0NRT,297,13.2,N
16.502,-97.406,301.8,3.1,1.7,2017-04-29,0415,T,45,6.0NRT,288.1,24,N
16.498,-97.427,302.3,3.1,1.7,2017-04-29,0415,T,48,6.0NRT,286.8,24.8,N
16.502,-97.41,305.1,3.1,1.7,2017-04-29,0415,T,63,6.0NRT,288.1,34,N
16.982,-94.858,303.8,1.9,1.4,2017-04-29,0415,T,57,6.0NRT,293,9.6,N
17.686,-90.658,321.9,1.1,1,2017-04-29,0415,T,100,6.0NRT,296.9,16.9,N
17.684,-90.668,318.3,1.1,1,2017-04-29,0415,T,96,6.0NRT,296.8,13.1,N
17.695,-90.659,309.1,1.1,1,2017-04-29,0415,T,70,6.0NRT,296.5,5.4,N
17.693,-90.669,311.2,1.1,1,2017-04-29,0415,T,77,6.0NRT,296.7,7,N
18.042,-88.709,309.8,1,1,2017-04-29,0415,T,77,6.0NRT,295.8,6.9,N
17.65,-91.374,310.3,1.1,1.1,2017-04-29,0415,T,71,6.0NRT,297.2,6.3,N
17.826,-90.398,313.4,1,1,2017-04-29,0415,T,84,6.0NRT,296,9.3,N
17.855,-90.943,309.8,1.1,1,2017-04-29,0415,T,70,6.0NRT,295,6.1,N
17.854,-90.953,321.9,1.1,1,2017-04-29,0415,T,100,6.0NRT,295.4,17.6,N
17.256,-95.469,302.4,2.1,1.4,2017-04-29,0415,T,44,6.0NRT,291.3,10.3,N
18.429,-88.707,333.8,1,1,2017-04-29,0415,T,100,6.0NRT,296.2,31.9,N
18.2,-90.485,307.3,1,1,2017-04-29,0415,T,60,6.0NRT,296.5,4.3,N
18.199,-90.494,319.9,1,1,2017-04-29,0415,T,99,6.0NRT,297,14.8,N
17.894,-92.489,318.5,1.3,1.1,2017-04-29,0415,T,96,6.0NRT,296.8,18.4,N
18.21,-90.486,310.8,1,1,2017-04-29,0415,T,76,6.0NRT,296.4,6.6,N
18.208,-90.496,326.9,1,1,2017-04-29,0415,T,100,6.0NRT,296.7,22.5,N
18.038,-91.628,319.1,1.1,1.1,2017-04-29,0415,T,97,6.0NRT,298.4,14.2,N
18.045,-91.613,319,1.1,1.1,2017-04-29,0415,T,97,6.0NRT,298.1,14.5,N
18.043,-91.624,347.9,1.1,1.1,2017-04-29,0415,T,100,6.0NRT,299.7,64.2,N
18.041,-91.634,354.9,1.1,1.1,2017-04-29,0415,T,100,6.0NRT,300.1,83.3,N
18.04,-91.645,315.6,1.1,1.1,2017-04-29,0415,T,89,6.0NRT,298,10.7,N
18.052,-91.625,343.3,1.1,1.1,2017-04-29,0415,T,100,6.0NRT,298.6,54,N
18.051,-91.636,364.4,1.1,1.1,2017-04-29,0415,T,100,6.0NRT,299.3,114.4,N
18.049,-91.647,309.2,1.1,1.1,2017-04-29,0415,T,64,6.0NRT,297.9,5.1,N
17.844,-93.11,312.6,1.4,1.2,2017-04-29,0415,T,82,6.0NRT,294.9,13.7,N
17.842,-93.123,338.1,1.4,1.2,2017-04-29,0415,T,100,6.0NRT,295.7,61.2,N
18.296,-90.526,308.6,1,1,2017-04-29,0415,T,66,6.0NRT,296.2,5,N
17.511,-95.38,307,2,1.4,2017-04-29,0415,T,70,6.0NRT,293.8,16.8,N
17.904,-93.18,309.1,1.4,1.2,2017-04-29,0415,T,71,6.0NRT,295.5,9.6,N
18.34,-91.396,314.6,1.1,1.1,2017-04-29,0415,T,86,6.0NRT,297.1,9.8,N
18.555,-90.946,310.3,1.1,1,2017-04-29,0415,T,72,6.0NRT,296.6,5.9,N
18.564,-90.948,309.9,1.1,1,2017-04-29,0415,T,70,6.0NRT,296.6,6,N
18.381,-92.456,322.3,1.2,1.1,2017-04-29,0415,T,100,6.0NRT,296.7,23.9,N
18.72,-90.46,306.4,1,1,2017-04-29,0415,T,58,6.0NRT,296.3,3.8,N
18.755,-91.157,308.3,1.1,1,2017-04-29,0415,T,62,6.0NRT,297.1,4.2,N
18.439,-93.168,308.1,1.4,1.2,2017-04-29,0415,T,44,6.0NRT,294.5,11.2,N
18.641,-92.175,317.5,1.2,1.1,2017-04-29,0415,T,94,6.0NRT,297.7,15.1,N
18.876,-91.2,319.6,1.1,1,2017-04-29,0415,T,99,6.0NRT,298.1,14.9,N
18.874,-91.21,311.2,1.1,1,2017-04-29,0415,T,75,6.0NRT,297.5,7.1,N
18.911,-91.031,308.9,1.1,1,2017-04-29,0415,T,66,6.0NRT,296.4,5.3,N
19.195,-90.363,312.9,1,1,2017-04-29,0415,T,83,6.0NRT,290.7,8.8,N
19.204,-90.365,324.5,1,1,2017-04-29,0415,T,100,6.0NRT,291.5,20.1,N
19.203,-90.374,306.6,1,1,2017-04-29,0415,T,61,6.0NRT,290.4,4.4,N
19.377,-90.445,314.9,1,1,2017-04-29,0415,T,89,6.0NRT,294.4,10.6,N
19.465,-90.348,307.5,1,1,2017-04-29,0415,T,65,6.0NRT,293.8,4.7,N
19.474,-90.35,317.9,1,1,2017-04-29,0415,T,95,6.0NRT,294.2,12.7,N
19.391,-92.04,309.7,1.2,1.1,2017-04-29,0415,T,57,6.0NRT,292.4,8.6,N
19.441,-92.038,305.8,1.2,1.1,2017-04-29,0415,T,38,6.0NRT,293.2,5.4,N
19.845,-90.202,310,1,1,2017-04-29,0415,T,73,6.0NRT,297.6,5.9,N
19.564,-92.24,314.4,1.2,1.1,2017-04-29,0415,T,85,6.0NRT,296.6,12.4,N
20.409,-89.414,308,1,1,2017-04-29,0415,T,64,6.0NRT,296.7,5.2,N
21.173,-87.644,304.4,1.1,1.1,2017-04-29,0415,T,52,6.0NRT,293.1,4.2,N
21.44,-87.97,314.9,1.1,1,2017-04-29,0415,T,89,6.0NRT,295.2,12.2,N
21.439,-87.98,322.5,1.1,1,2017-04-29,0415,T,100,6.0NRT,295.5,20.3,N
21.448,-87.982,307.5,1.1,1,2017-04-29,0415,T,66,6.0NRT,295.4,6.3,N
26.328,-81.569,307.3,3.4,1.7,2017-04-29,0415,T,53,6.0NRT,293.1,41.4,N
9.745,-63.48,302.6,2.5,1.5,2017-04-29,0525,A,50,6.0NRT,290.1,17.5,N
9.742,-63.457,304.2,2.5,1.5,2017-04-29,0525,A,59,6.0NRT,289.3,20.7,N
9.663,-63.543,301.3,2.5,1.5,2017-04-29,0525,A,28,6.0NRT,290.5,16.7,N
9.66,-63.52,308.3,2.5,1.5,2017-04-29,0525,A,74,6.0NRT,290.1,33.5,N
9.661,-63.637,309.8,2.6,1.5,2017-04-29,0525,A,78,6.0NRT,290.1,36.6,N
9.658,-63.614,329,2.6,1.5,2017-04-29,0525,A,100,6.0NRT,290.2,107.6,N
9.652,-63.568,318.9,2.5,1.5,2017-04-29,0525,A,98,6.0NRT,290.2,61.6,N
9.649,-63.545,312.5,2.5,1.5,2017-04-29,0525,A,79,6.0NRT,290.8,41.5,N
9.568,-63.63,302.3,2.6,1.5,2017-04-29,0525,A,48,6.0NRT,290.5,19.2,N
9.395,-64.539,304.6,3,1.7,2017-04-29,0525,A,61,6.0NRT,287.1,27.3,N
9.377,-64.514,332,3,1.6,2017-04-29,0525,A,100,6.0NRT,289,151.7,N
9.376,-64.519,324.1,3,1.6,2017-04-29,0525,A,100,6.0NRT,289.3,102.9,N
9.372,-64.492,304.9,3,1.6,2017-04-29,0525,A,49,6.0NRT,288.1,24.2,N
19.952,-103.388,305.9,4.6,2,2017-04-29,0555,T,38,6.0NRT,283.6,93.5,N
19.955,-103.354,306.6,4.7,2,2017-04-29,0555,T,47,6.0NRT,283.8,91.3,N
20.554,-103.695,308.4,4.5,1.9,2017-04-29,0555,T,61,6.0NRT,285.7,97.5,N
20.55,-103.74,309.8,4.4,1.9,2017-04-29,0555,T,68,6.0NRT,286.8,104,N
20.555,-103.7,312.7,4.5,1.9,2017-04-29,0555,T,75,6.0NRT,286.3,114.4,N
20.552,-103.745,305.1,4.4,1.9,2017-04-29,0555,T,7,6.0NRT,286.6,68,N
26.336,-81.598,305.9,1.4,1.2,2017-04-29,0700,A,53,6.0NRT,293.4,9.2,N
26.334,-81.583,387.4,1.4,1.2,2017-04-29,0700,A,100,6.0NRT,296.9,314.8,N
26.332,-81.569,315.8,1.4,1.2,2017-04-29,0700,A,92,6.0NRT,294.4,21.2,N
26.323,-81.585,309.2,1.4,1.2,2017-04-29,0700,A,77,6.0NRT,294.3,13.1,N
22.703,-79.764,307,1.1,1,2017-04-29,0700,A,70,6.0NRT,294,7,N
22.702,-79.754,304.6,1.1,1,2017-04-29,0700,A,61,6.0NRT,293.8,5.4,N
22.595,-79.579,303.9,1,1,2017-04-29,0700,A,39,6.0NRT,292.6,5,N
14.783,-84.701,302.1,1.6,1.3,2017-04-29,0700,A,46,6.0NRT,291.1,7.8,N
21.301,-104.568,309.8,1,1,2017-04-29,0840,A,78,6.0NRT,283.4,14,N
21.299,-104.558,314.3,1,1,2017-04-29,0840,A,89,6.0NRT,282.8,17.5,N
21.116,-103.532,310.7,1,1,2017-04-29,0840,A,39,6.0NRT,284.2,11.3,N
21.115,-103.523,300.9,1,1,2017-04-29,0840,A,8,6.0NRT,283.2,5.8,N
21.11,-103.553,303.2,1,1,2017-04-29,0840,A,54,6.0NRT,282.1,7.9,N
21.107,-103.534,372.5,1,1,2017-04-29,0840,A,100,6.0NRT,291.4,127.2,N
21.106,-103.524,343.4,1,1,2017-04-29,0840,A,100,6.0NRT,288.5,51.7,N
21.098,-103.535,302.1,1,1,2017-04-29,0840,A,12,6.0NRT,282.3,6.5,N
21.156,-104.393,339.8,1,1,2017-04-29,0840,A,100,6.0NRT,285.8,49,N
21.155,-104.383,332.2,1,1,2017-04-29,0840,A,100,6.0NRT,284.1,37.3,N
20.515,-102.161,325.9,1,1,2017-04-29,0840,A,100,6.0NRT,285.2,28.8,N
20.765,-103.906,311.9,1,1,2017-04-29,0840,A,84,6.0NRT,286.5,14.1,N
20.636,-103.963,309,1,1,2017-04-29,0840,A,76,6.0NRT,285.6,12.1,N
20.565,-103.736,300.2,1,1,2017-04-29,0840,A,18,6.0NRT,283.9,5.7,N
20.564,-103.727,305.4,1,1,2017-04-29,0840,A,37,6.0NRT,284.4,8.3,N
20.563,-103.717,318.6,1,1,2017-04-29,0840,A,91,6.0NRT,286.7,18.1,N
20.554,-103.719,309.2,1,1,2017-04-29,0840,A,29,6.0NRT,285.8,10.4,N
20.552,-103.709,346.8,1,1,2017-04-29,0840,A,100,6.0NRT,290.1,58.2,N
20.541,-103.76,304.3,1,1,2017-04-29,0840,A,59,6.0NRT,285,8.3,N
20.533,-103.761,301.7,1,1,2017-04-29,0840,A,42,6.0NRT,285.3,6.8,N
20.409,-103.93,307.9,1,1,2017-04-29,0840,A,73,6.0NRT,278.4,12.2,N
20.408,-103.92,312.1,1,1,2017-04-29,0840,A,84,6.0NRT,280,15.3,N
20.232,-104.89,309,1.1,1,2017-04-29,0840,A,76,6.0NRT,289.7,10.9,N
19.96,-103.378,308.8,1,1,2017-04-29,0840,A,75,6.0NRT,282.7,11.8,N
19.959,-103.369,323.9,1,1,2017-04-29,0840,A,100,6.0NRT,287.4,24.7,N
19.958,-103.36,310.1,1,1,2017-04-29,0840,A,26,6.0NRT,286.9,12.2,N
19.949,-103.361,301.7,1,1,2017-04-29,0840,A,15,6.0NRT,283.9,7.7,N
19.85,-103.249,316,1,1,2017-04-29,0840,A,92,6.0NRT,285.6,16.7,N
19.848,-103.24,311.1,1,1,2017-04-29,0840,A,82,6.0NRT,286.6,12.6,N
19.841,-103.25,317.8,1,1,2017-04-29,0840,A,96,6.0NRT,286.3,18.2,N
19.839,-103.241,335.9,1,1,2017-04-29,0840,A,100,6.0NRT,289.6,39.4,N
19.263,-100.287,305.6,1.3,1.1,2017-04-29,0840,A,65,6.0NRT,284.7,13.1,N
19.72,-103.372,304.1,1,1,2017-04-29,0840,A,58,6.0NRT,284.5,8.3,N
19.891,-104.615,301.2,1,1,2017-04-29,0840,A,38,6.0NRT,288.4,6.4,N
19.889,-104.605,308.5,1,1,2017-04-29,0840,A,75,6.0NRT,289.4,10.9,N
17.852,-93.101,307.2,4.5,2,2017-04-29,0840,A,71,6.0NRT,291.9,55.9,N
17.835,-93.105,304.9,4.5,2,2017-04-29,0840,A,62,6.0NRT,291.9,43.9,N
17.85,-93.106,313.3,4.5,2,2017-04-29,0840,A,87,6.0NRT,292,94.4,N
19.076,-100.147,300.8,1.3,1.1,2017-04-29,0840,A,33,6.0NRT,280.6,9.7,N
19.033,-100.013,307.8,1.3,1.1,2017-04-29,0840,A,73,6.0NRT,284.9,16.9,N
18.945,-102.939,300.2,1,1,2017-04-29,0840,A,20,6.0NRT,275.3,6,N
18.208,-100.175,302.7,1.4,1.2,2017-04-29,0840,A,51,6.0NRT,291.8,7.1,N
18.14,-100.697,306.5,1.3,1.1,2017-04-29,0840,A,68,6.0NRT,293.3,8.2,N
18.151,-101.275,303.4,1.2,1.1,2017-04-29,0840,A,55,6.0NRT,285.1,9.3,N
18.01,-100.654,302.1,1.3,1.1,2017-04-29,0840,A,43,6.0NRT,291.3,4.9,N
17.863,-100.759,312,1.3,1.1,2017-04-29,0840,A,30,6.0NRT,286,14.8,N
17.848,-100.921,309.7,1.2,1.1,2017-04-29,0840,A,68,6.0NRT,287.8,14.2,N
17.846,-100.91,307.9,1.2,1.1,2017-04-29,0840,A,73,6.0NRT,287.2,12.9,N
17.775,-100.659,305.2,1.3,1.1,2017-04-29,0840,A,63,6.0NRT,287.2,11.4,N
17.739,-100.82,304.6,1.3,1.1,2017-04-29,0840,A,61,6.0NRT,283.1,11.8,N
17.636,-100.378,303.8,1.3,1.1,2017-04-29,0840,A,23,6.0NRT,286.6,9.4,N
17.577,-100.319,300.4,1.4,1.2,2017-04-29,0840,A,27,6.0NRT,284.5,8.7,N
17.591,-100.472,303,1.3,1.1,2017-04-29,0840,A,34,6.0NRT,281.9,10.6,N
17.581,-100.474,300.6,1.3,1.1,2017-04-29,0840,A,25,6.0NRT,281.4,9,N
17.579,-100.461,300.5,1.3,1.1,2017-04-29,0840,A,22,6.0NRT,281.8,9.1,N
17.133,-99.904,300.2,1.5,1.2,2017-04-29,0840,A,10,6.0NRT,278.1,10.3,N
27.059,-101.077,318.4,1,1,2017-04-29,0835,A,97,6.0NRT,295.7,14.9,N
27.058,-101.066,319.3,1,1,2017-04-29,0835,A,98,6.0NRT,295.3,15.5,N
10.51,-63.152,326.8,1,1,2017-04-29,1450,T,79,6.0NRT,297.5,19.3,D
10.437,-63.777,318.8,1,1,2017-04-29,1450,T,61,6.0NRT,293.4,9.7,D
10.425,-63.76,347.4,1,1,2017-04-29,1450,T,94,6.0NRT,297.6,48.8,D
10.422,-64.046,321.9,1,1,2017-04-29,1450,T,74,6.0NRT,295,11,D
10.421,-64.037,329.7,1,1,2017-04-29,1450,T,82,6.0NRT,293.5,19.6,D
10.376,-64.05,324.3,1,1,2017-04-29,1450,T,58,6.0NRT,289.9,14.7,D
10.342,-64.258,323.2,1,1,2017-04-29,1450,T,76,6.0NRT,293.9,12.9,D
10.334,-64.259,334,1,1,2017-04-29,1450,T,86,6.0NRT,294.5,25.7,D
10.093,-64.508,325.3,1,1,2017-04-29,1450,T,73,6.0NRT,301.5,11.4,D
10.144,-64.921,310,1,1,2017-04-29,1450,T,18,6.0NRT,298.9,6.2,D
10.075,-64.892,334.4,1,1,2017-04-29,1450,T,81,6.0NRT,305,19.7,D
10.057,-64.895,338.5,1,1,2017-04-29,1450,T,86,6.0NRT,304.6,27.2,D
10.053,-64.867,330.5,1,1,2017-04-29,1450,T,44,6.0NRT,303.3,13.7,D
10.052,-64.858,331.4,1,1,2017-04-29,1450,T,56,6.0NRT,302.7,15.1,D
9.557,-63.189,325.3,1,1,2017-04-29,1450,T,55,6.0NRT,303.4,12.1,D
9.619,-63.726,338.3,1,1,2017-04-29,1450,T,87,6.0NRT,299.4,25.9,D
9.598,-63.582,322.4,1,1,2017-04-29,1450,T,61,6.0NRT,293.7,11.2,D
9.64,-64.308,325,1,1,2017-04-29,1450,T,71,6.0NRT,303.5,8,D
10.707,-73.083,315,3.7,1.8,2017-04-29,1450,T,38,6.0NRT,295.7,34.6,D
9.626,-65.156,328.6,1,1,2017-04-29,1450,T,72,6.0NRT,304.2,16.1,D
9.624,-65.147,325.6,1,1,2017-04-29,1450,T,55,6.0NRT,300.9,12.4,D
9.464,-64.485,327.2,1,1,2017-04-29,1450,T,74,6.0NRT,305.1,8.4,D
9.233,-65.949,324.8,1.1,1,2017-04-29,1450,T,64,6.0NRT,301.4,12.1,D
